"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Yuba City, CA",57.48,53.13,53.34,55.9,55.93,52.3,51.95,49.73,45.18,56.4,48.49,52.37,41.54,38.96,36.59,,,47.6,39.91,32.07,41.73,25.38,33.46,35.28,33.92,38.3,43.32,32.82,35.76,18.94,24,27.98,28.46,36.6,36.28,24.73,22.5,20.19,15.71,24.37,20.64,21.31,24.61,24.61,24.65,19.65,17.99,18.77,21.37,22.27,20.38,13.53,10.64,18.77,20.21,12.49,10.1,11.54,13.3,13.58,14.95,15.09,13.48,11.69,13.79,8.33,3.13,2.01,3.86,3.35,4.15,3.14,2.63,2.42,2.13,0.97,1.23,0.9,2.08,4.01,1.89,2.17,1.48,2.43,2.31,2.02,1.13,2.42,2.16,4.27,2.19,1.07,0.93,0.93,0.94,0.79,0.75,0.62,0.64,0.49,0.38,0.31,0.4,0.55,1.09,1.04,1.14,1.77,3.14,8.05,17.12,29.3,32.74,41.91,50.68,58.77,66,70.36,77.15,80.07,80.37,79.91,79.38,84.64,89.96,91.62,92.78,94.14,95.32,95.7,95.24,94.13,94.29,94.53,94.03,93.94,95.39,97.99,97.94,97.81,97.16,95.95,94.61,92.36,91.7,91.1,91.08,90.81,93.69,93.72,91.45,89.34,87.46,87.25,87.58,90.78,91.96,93.37,92.7,91.59,86.56,78.31,73.03,72.51,73.29,75.08,75.7,77.79,78.74,78.14,75.79,75.62,78.4,85.35,87.36,88.53,90.31,92.53,93.47,93.83,94.39,92.67,91.78,88.47,83.83,76.17,68.1,58.55,43.58,28.96,19.91,15.4,11.98,9.87,6.52,4.4,3.66,3.16,2.77,2.58,2.24,2.62,3.16,3.41,3.9,4.37,3.93,4.71,5.69,6.76,8.63,11.16,14.93,18.45,20.41,22.77,21.51,20.88,20.79,21.16,21.88,24.25,23.46,22.65
"Punta Gorda, FL",33.27,33.27,43.56,36.17,53.19,61.78,60.77,39.2,30.72,21.57,20.36,25.31,20.38,27.84,25.58,22.76,22.38,14.13,18.42,22.54,27.04,42.78,25.96,28.74,27.91,28.76,23.25,33.75,19.96,27.61,31.89,18.37,15.54,11.48,11.65,13.05,11.97,14.03,14.94,9.37,11.54,13.91,12.1,10.31,11.31,11.52,12.52,13.23,18.04,11.03,15.46,14.67,15.24,10.97,7.76,10.02,12.68,9.54,12.69,10.08,10.13,10.5,6.87,8.93,7.74,8.08,5.84,7.19,4.02,4.16,6.71,6.03,5.8,4.07,4.01,2.82,2.78,2.81,2.91,4.07,2.85,5.39,4.6,5.34,4.47,4.35,3.29,2.57,2,1.12,1.06,0.9,1.81,2.56,2.85,1.44,1.11,1.19,1.1,0.93,0.84,1.16,1.28,1.21,1.83,2.16,2.42,2.38,2.83,4.12,5.41,7.16,10.56,16.39,22.8,30.02,41.93,50.53,63.02,72.71,81.26,85.96,89.65,90.8,91.32,91.51,92.36,93.4,93.86,95.06,95.44,95.77,95.97,96.56,97.03,97.52,97.73,97.86,97.86,97.97,98.04,97.99,97.91,96.57,95.05,93.31,92.22,91.58,90.75,90.06,88.99,88.4,86.87,83.04,77.87,82.06,80.62,79.85,74.79,68.44,63.01,60,59.12,58.31,59.84,63.36,67.46,71.91,75.36,76.24,77.12,79.68,80.81,79.69,78.56,77.66,75.08,73.52,70.89,68.95,65.56,58.13,53.52,47.64,42.24,38.12,33.51,29.44,25.47,23.32,21.12,18.7,16.56,15.88,15.16,14.95,14.11,13.32,12.69,11.77,11.46,11.03,10.92,10.16,10.23,10.24,8.47,9.39,10.81,12.37,13.34,15.13,16.17,16.71,17.24,19.39,19.72,17.92,14.29,12.07,11.59,11.37,11.61,12.59
"Pueblo, CO",8.31,29.97,11.04,22.22,14.17,23.23,14.79,14.52,15.75,19.09,9.64,12.23,20.85,27.61,46.13,18.49,34.21,14.44,19.2,23.13,27.39,26.8,22.55,17.88,27.34,9.64,11.31,39.04,14.95,36.05,13.92,17.91,18.98,34.14,39.58,30.93,25.14,33.16,24.34,23,25.88,17.65,40.2,33.86,21.96,15.34,14.59,14.18,18.82,25.29,25.19,25.5,16.06,23.16,25.82,22.26,35.19,29.27,21.8,43.44,24.12,16.01,21.92,23.28,17.93,23.89,17.69,16.04,15.29,21.66,13.69,31.71,11.02,14.51,33.23,19.4,22.45,12.98,21.99,22.78,36.33,20.57,22.45,17.45,17.63,20.69,18.84,15.51,18.51,18.47,8.58,7.51,5.76,20.86,11.1,7.39,15.16,14.48,12.9,15.98,10.99,10.97,20.74,24.51,18.43,19.17,17.11,16.39,15.43,14.13,12.28,11.06,11.54,13.82,15.36,16.81,17.16,19.72,23.17,27.34,31.32,33.75,35.77,37.36,38.29,38.55,38.48,43.15,47.63,55.25,61.23,63.9,66.54,68.34,71.55,71.86,75.14,78.05,80.18,82.52,82.14,80.5,78.4,81.47,81.4,82.18,79.94,79.01,76.53,75.47,73.46,70.97,69.46,66,64.26,61.84,61.46,58.05,55.91,53.33,53.08,52.49,53.9,55.65,57.97,60.41,61.27,62.67,62.06,62.56,64.37,67.28,69.72,70.73,72,71.6,70.01,69.32,66.86,64.69,63.5,63.1,62.38,60.99,59.72,56.83,52.75,48.36,44.64,41.59,40.59,41.05,41.87,41.87,41.19,38.01,34.81,34.4,34.36,33.5,36.58,37.48,36,33.46,31.17,29.99,34.93,40.97,44.39,43.54,43.16,40.47,39.99,36.74,36.95,37.27,34.19,30.9,20.88,15.22,12.4,11.61,10.26,9.76
"Bend, OR",38.82,39.81,37.51,33.05,36.7,37.24,28.33,43.46,35.49,14.84,21.51,28.61,26.24,13.97,22.43,33.45,17.87,16.47,33.63,19.19,21.53,30.49,11.23,9.76,15.61,12.09,12.83,18.2,25.91,24.05,16.91,18.21,21.87,31.01,27.37,28.7,24.25,39.47,20.61,14.6,20.98,29.52,20.01,12.41,19.81,14.31,21.94,26.4,16.63,11.27,18.99,12.97,14.53,7.93,7.37,10.11,12.84,19.07,15.05,22.28,22.77,28.04,22.83,29.82,19.79,30.6,3.63,8.08,6.02,13.55,11.86,15.88,30.6,16.01,20.64,16.76,17.84,17.51,23.4,20.53,23.08,17.08,28.32,16.09,9.52,6.76,5.67,6.48,8.37,6.69,4.06,3.93,2.17,2.22,1.17,3.8,1.42,3.09,1.56,0.59,0.28,0.18,0.28,0.2,0.45,0.34,0.29,0.26,0.19,0.19,0.14,0.18,0.13,0.13,0.7,1.13,1.39,1.75,2.53,3.74,5.89,10.52,19.82,35.96,53.64,72.41,83.93,88.76,90.76,92.77,94.36,94.88,95.72,96.05,96.27,95.96,96.29,96.46,95.76,95.62,95.82,96.94,97.42,96.07,93.73,92.87,92.88,93.25,93.42,93.43,93.77,93.86,92.94,91.1,89.93,91.67,93.85,92.95,91.58,89.88,89.17,88.12,86.57,85.95,85.47,85.23,85.85,86,84.96,85.45,85.56,84.02,82.47,80.93,80.16,78.3,74.64,71.42,64.94,57.9,50.83,45.48,38.74,32.91,27.28,22.08,18.28,15.77,14.54,14.41,13.71,13.28,12.08,10.6,9.84,8.57,6.47,5.17,3.83,3.13,2.83,3,3.09,3.36,3.32,3.3,3.4,5.35,9.11,11.52,14.38,16.65,18.61,20.3,21.35,23.41,24.85,25.12,21.69,17.98,12.81,10.64,8.4,6.71
"Kahului, HI",47.29,40.67,28.42,29.68,34.38,46.01,42.06,32.56,42.73,45.66,41.23,36.35,38.99,28.01,38.42,39.6,40.11,37.13,49.93,55.85,52.18,52.91,55.42,41.78,40.97,55.86,45.11,42.15,41.68,38.44,29.75,23.39,25.28,18.21,17.14,20.62,22.13,23.99,24.24,21.71,23.7,20.18,20.48,14.55,22.6,24.78,36.24,29.36,18.58,22.13,28.43,24.12,17.81,20.13,20.46,24.86,23.54,24.86,19.02,23.87,31.34,28.28,17.79,24.72,21.76,14.66,17.59,10.98,13.85,17.48,5.92,6.11,7.06,8.35,7,5.43,5.03,3.61,2.14,4.38,2.03,1.61,2.54,2.99,2.68,1.34,0.76,0.71,0.83,1.21,1.53,1.33,2.3,1.45,2.12,2.7,2.74,3.51,4.05,5.95,3.64,2.43,1.14,2.35,2.66,2.77,2.62,2.47,2.94,2.86,2.93,3.74,4.02,5.15,6.4,7.1,10,15.12,22.87,31.92,41.13,52.22,58.22,59.22,61.55,62.1,65.07,67.18,67.39,68.71,68,69.04,71.14,72.28,74.91,77.86,78.49,79.49,80.44,84.37,89.15,90.23,91.95,92.2,91.57,91.41,91.69,91.3,91.59,90.81,90.63,89.63,85.57,83.79,80.27,80.98,82.64,82.23,80.88,77.49,74.47,72.85,72.68,73.41,76.64,79.74,82.65,83.76,82.5,80.62,81.01,83.2,83.02,83.57,83.47,80.22,77.42,73.08,69.55,65.04,61.99,62.48,60.92,55.15,51.31,44.42,38.64,33.22,26.83,23.27,21.56,23.78,22.05,18.03,13.54,11.51,10.03,9.05,8.42,9.16,8.36,8.06,8.61,7.91,8.39,8.97,7.82,8.92,10.17,11.3,12.94,15.19,19.73,22.6,24.14,26.41,26.28,25.73,26.46,31.41,32.72,33.58,33.65,36.58
"State College, PA",36.77,42.57,38.34,39.53,39.06,44.13,42.09,31.39,39.57,20.42,28.97,41.22,45.97,32.24,33.5,38.23,51.13,37.23,51.06,50.72,47.19,39.74,24.36,35.02,28.02,26.53,28.7,26.11,35.21,32.45,27.14,33.22,24.37,31.82,34.92,35.59,43.85,41.65,47.54,43.91,21.64,43.61,55.45,44.02,43.17,44.29,38.94,37.21,27.66,30.56,27.56,33.49,36.21,25.8,25.07,25.67,28.91,29.06,28.23,29.83,40.8,36.07,37.13,28.63,31.1,33.6,10.42,9.08,21.69,20.32,5.93,2.94,18.54,4.26,10.47,9.88,12.13,10.37,6.42,10.34,4.86,7.11,23.32,15.93,4.59,16.29,4.46,3.92,5.59,3.04,3.8,7.52,8.72,6.16,3.6,9.23,22.98,6,15.34,4.9,8.47,7.34,7.84,8.9,7.19,6.59,7.26,8.31,9.46,10.43,10.43,10.38,10.01,10.03,9.66,11.04,14.4,17.54,17.12,16.79,18.67,19.56,20.97,19.43,20.38,23.67,26.86,28.64,27.88,28.33,36.47,45.38,42.55,38.79,33.37,28.16,24.4,22.74,24.7,25.04,27.84,28.25,24.03,21.08,22.59,24.3,31.63,41.66,48.21,48.86,46.11,45.41,48.01,49,51.16,48.29,44.64,42.75,39.15,33.85,29.01,28.34,30.56,32.08,30.48,31.44,30.76,33.47,37.38,42.27,46.46,50.46,56.53,55.49,55,50.86,48.72,45.8,44.13,41.46,39.03,36.75,32.89,30.15,27.72,27.08,28.02,30.24,33.56,36.51,39.66,40.78,43.53,45,48.15,47.61,46.22,43.85,40.13,35.72,29.89,22.79,19.06,22.67,22.93,19.14,19.39,23.12,26.78,27.75,29.15,31.59,34.42,37.47,42.45,38.24,33.96,33.37,29.02,24.86,22.4,22.53,21.36,19.98
"Hanford, CA",58.18,61.97,51.32,51.22,27.23,19.29,32.87,39.69,48.55,33.89,36.04,40.58,39.33,29.48,35.81,,,59.24,51.12,40.41,43.45,27.92,37.92,28.1,36.44,41.32,47.79,46.15,39.18,43.7,31.46,38.66,33.31,43.69,40.34,54.47,47.18,61.14,60.43,56.27,48.73,31.9,39.98,43.93,39.44,44.35,57.2,33.47,30.86,28.11,26.48,29.85,32.3,43.09,39.29,27.48,24.51,22.16,15.8,25.81,29.87,30.29,19.57,33.92,26.29,27.91,11.66,8.19,19.38,12.89,24.57,10.14,13.85,10.68,13.32,10.86,10.4,9.34,8.74,10.8,2.65,3.52,2.11,1.15,1.25,1.25,1.63,0.62,0.49,0.35,0.68,0.48,0.67,0.47,0.64,0.54,1.51,1.43,0.81,0.61,0.51,0.93,0.31,0.5,0.58,0.65,0.74,0.97,1.04,1.12,1.48,2.08,2.59,3.62,6.83,11,16.77,22.11,30.07,43.89,53.33,53.42,54.61,56.35,58.88,59.83,56.68,59.69,64.56,76.61,83.11,83.39,83.61,86.21,88.77,90.3,91.93,94.91,96.6,97.3,97.95,97.19,96.31,93.56,90.54,90.19,89.08,87.24,87.89,84.33,83.02,83.17,82.94,81.65,78.83,86.38,89.12,89.73,89.05,89.86,90.6,90.74,86.36,82.26,78.86,79.71,81.85,87.09,87.87,88.97,89.65,91.55,92.14,92.73,93.39,93.62,92.91,92.35,90.79,87.79,86.19,84.1,81.2,76.64,72.2,68.01,62.84,55.44,52.59,50.43,44.51,39.39,34.56,30.36,26.12,22.22,17.91,15.9,13.28,12.66,9.58,7.52,7.88,7.46,7.25,7.42,6.99,7.29,10.08,12.38,15.02,19.01,25.06,27.92,30.55,33.17,32.54,32.53,32.01,32.33,32.51,31.36,31,29.01
"Burlington, NC",34.4,30.34,42.22,35.5,17.06,17.25,32.69,27.76,30.25,20.54,41.34,49.55,30.05,38.01,21.37,33.77,35.87,37.95,27.07,48.57,17.45,22.43,17.27,15.14,30.63,30.53,29.28,19.74,19.91,21.84,19.37,9.92,16.12,21.89,23.34,30.56,31.38,22.22,27.39,38.25,35.93,36.63,27.92,34.83,28.78,28.44,21.53,,24.79,19.17,20.7,21.88,22.32,17.82,27.11,35.03,32.26,34.18,44.62,42.89,36.95,43.54,47.54,40.77,45.62,57.9,32.12,33.95,48.8,49.76,33.3,21.51,25.59,36.71,23.56,42.77,23.67,29.06,24.8,21.62,19.3,22.34,29.23,56.21,56.78,41.52,37.92,36.87,65.64,47.18,60.1,53.66,53.01,55.57,46.03,37.54,23.67,20.49,41.22,28.5,20.14,27.73,21.85,34.63,26.7,26.88,25.37,22.05,21.03,21.79,22.28,22.94,23.73,23.85,24.09,23.63,24.45,23.52,25.52,29.01,32.6,32.98,33.42,35.99,36.1,37.29,37.46,39.59,43.23,47.7,49.42,51.84,52.43,56.06,60.27,61.39,62.8,64.96,67.27,67.21,64.37,61.59,59.58,58.47,52.68,51.44,47.46,47.04,48.58,47.11,46.23,46.92,47.55,48.04,53.24,57.43,63.03,64.78,65.58,66.07,66.24,68.46,70.28,70.92,69.07,70.13,67.76,62.41,60.56,60.17,58.9,60.46,59.52,57.88,55.75,55.31,53.27,51.31,49.64,49.39,50.86,50.11,51.5,49.8,48.08,47.69,46.89,43.37,42.65,43.28,45.17,47.2,45.23,44.13,41.56,38.71,36.54,33.02,28.97,27.94,26.77,24.57,22.54,22.13,21.77,20.92,21.73,26.15,29.86,32.32,35.71,37.55,38.98,40.41,41.65,42.12,40.14,38.27,35.95,34.48,32.88,32.53,30.7,30.69
"Madera, CA",52.36,49.14,59,69.96,49.9,44.88,28.44,26.87,21.78,35.89,37.25,25.88,30.26,32.55,38.4,,,33.89,40.77,40.12,45,48.57,40.47,67.54,61.27,66.72,57.35,28.96,37.01,57.88,35.74,32.84,40.62,51.84,52.38,44.57,47.74,32.36,21.89,50.08,47.03,27.98,30.75,58.71,46.14,25.99,43.94,21.03,13.04,20.43,27.77,30.07,19.14,26.44,37.59,15.28,39.88,46.96,32.89,22.09,30.15,30.87,17.55,9.85,19.98,16.26,5.69,5.51,6.16,6.99,5.91,4.63,6.03,4.13,3.31,2.79,3.21,3.66,2.93,4.49,2.29,3.49,2.07,4.23,4.49,2.92,2.21,1.68,1.94,1.84,2.6,1.38,1.74,1.16,1.05,0.6,0.56,1.25,1.07,1.47,1.5,1.19,1.22,2.35,1.51,2.17,2.75,3.86,6.03,6.97,7.79,9.26,12.4,12.52,13.72,15.25,16.27,17.56,17.74,18.14,20.65,32.34,43.17,58.19,74.63,83.07,88.87,93.34,95.46,96.46,97.08,97.16,97.56,97.52,97.54,97.19,96.18,96.74,97.08,96.79,94.54,91.85,90.4,91.27,91.52,91.16,91.29,91.94,92.87,93.24,91.92,91.24,91.24,91.79,91.46,90.81,89.08,84.92,78.96,75.2,70.65,67.93,64.76,63.44,61.3,61.09,65.93,71.12,73.7,77.65,80.44,82.37,86.37,89,89.8,90.94,91,89.82,85.76,81.26,75.69,67.62,60.25,51.93,40.1,31.24,25.91,21.39,19.92,18.87,17.89,16.75,15.41,14.73,14.03,13.32,13.17,12.48,11.53,11.09,9.19,8.56,9.07,9.84,10.92,11.52,10.06,10.95,12.13,13.11,15.33,17.55,20.34,22.74,24.12,24.75,24.35,24.37,25.46,26.89,28.15,28.7,27.87,27.81
"Grand Junction, CO",28.93,45.73,38.14,30.67,25.97,19.2,28.43,43.09,59.27,20.04,33.08,33.62,21.71,41.02,35.62,31.58,49.35,29.36,24.63,21.06,27.86,21.97,20.53,21.5,29.53,18.06,21.06,21.3,15.45,16.52,15.25,16.27,13.12,27.53,14.44,17.38,14.68,15.92,13.69,27.74,16.79,22.06,24.66,15.68,13.23,18.14,25.69,26.43,26.22,23.02,26.94,11.16,14.36,14.89,12.77,20.69,23.31,21.78,17.13,18.65,13.75,13.41,14.19,18.37,14.29,13.98,11.1,9.39,11.16,16.7,12.14,11.18,10.04,10.81,14.6,11.9,10.8,13.96,12.8,11.35,11.74,10.24,11.02,7.37,11.11,9.54,7.9,7.75,11.82,8.25,6.3,8.14,8.03,5.66,3.62,7.16,4.82,6.35,4.36,5.57,3,3.24,5.61,3.54,2.09,1.98,1.78,1.63,1.57,1.26,1.21,1.05,0.88,0.66,0.47,0.36,0.31,0.4,0.46,0.46,0.55,0.5,0.53,0.51,0.53,0.54,0.59,0.76,0.83,1.12,1.66,2.48,3.28,4.37,5.68,7.94,10.61,16.76,26.12,36,48.07,58.31,63.42,68.08,71,74.67,77.11,81.02,84.2,86.29,89.31,91.04,91.94,91.47,92,93.59,95.93,96.63,97.22,97.3,96.9,96.54,95.99,94.89,94.62,93.94,93.65,93.8,93.05,91.76,92.46,92.98,93.62,93.95,94.48,94.74,94.27,94.08,93.05,92.22,89.62,86.21,80.95,74.11,66.46,60.06,53.8,43.58,37.63,33.48,30.66,28,26.86,24.69,23.04,22.41,21.68,20.18,19.6,21.28,20.72,20.8,25.17,21.31,22.22,22.92,30.94,35.89,38.22,39.25,39.54,39.89,42.35,42.16,39.14,43.16,42.53,41.53,34.01,28.62,23.56,19.95,18.42,17.65
"Springfield, OH",,,,,,,,,,,,,,,,,,,24.57,41.11,27.85,29,32.77,34.4,26.01,43.5,34.76,34.32,25.61,29.94,29.93,15,42.5,15,17.3,40.29,20.63,17.25,20,26.16,28.18,24.41,35.22,23.62,15.21,40.34,47.47,15.81,30.9,35.86,46.43,43.78,21.3,29.94,19.76,26.23,25.95,22.31,19.54,31.7,12.54,14.33,21.55,13.69,30.16,27.8,30.48,17.8,42.53,33.5,20.7,30.13,25.29,30.85,23.22,29.92,31.12,19.12,11.61,42.33,20.67,25.7,35.3,13.27,55.31,31.36,30.61,28.97,32.65,29.09,39.26,30.67,32.22,33.03,30.18,41.85,20.68,23.36,22.31,23.42,26.18,27.06,19.86,18.34,20.26,19.4,15.63,12.04,12.4,17.34,20.62,31.31,32.59,33.79,35.31,36.81,38.56,39.66,43.2,58.97,57.05,55.24,55.49,52.3,60.71,68.49,71.45,75.72,77.61,80.38,83.42,75.22,76.55,77.14,75.23,71.32,67.75,65.04,62.17,58.67,55.09,51.5,45.59,45.48,48.21,49.61,52.39,49.24,47.97,41.53,41.53,41.04,39.32,38.49,39.98,39.81,40.96,41.02,39.36,47.69,51.86,56.63,53.23,54.17,58.45,63.19,69.63,72.63,73.23,74.76,77.2,74.51,71.74,73.52,76.61,76.73,75.37,70.71,64.65,60.93,58.09,57.06,55.68,57.27,59.44,58.29,57.31,54.6,50.02,49.5,48.1,47.01,45.15,43.49,41.6,39.13,35.9,31.57,28.47,27.43,26.1,23.64,23.33,23.43,22.47,23.31,31.14,37.81,41.27,43.19,44.64,45.8,48.63,50.69,52.78,53.36,53.56,52.11,49.07,45.35,45.26,45.88,46.38,46.15
"Vero Beach, FL",35.32,25.92,33.5,32.36,35.37,42.35,43.63,36.42,39.91,34.91,31.59,41.87,51.09,38.42,34.25,42.93,28.94,28.75,28.5,30.07,26.21,33.04,32.79,27.34,16.99,22.67,25.13,27.75,38.83,27.31,25.23,40.76,33.63,23.73,17.45,38.64,14.53,16.77,18.59,11.04,9.57,8.76,7.1,11.25,15.52,9.54,11.62,4.76,19.91,17.69,9.64,12.38,8.07,13.56,25.7,10.2,11.92,18,21.03,30.24,21.25,16.42,18,19.03,21.37,12.21,9.86,17.44,14.21,7.95,12.91,5.15,7.11,10.52,8.91,6.4,6.22,5.85,11.16,6.54,8.88,8.59,5.29,9.44,6.61,3.65,4.81,4.25,1.96,2.22,0.87,0.85,0.92,1.38,1.12,0.63,0.85,0.69,0.61,0.48,0.81,1.11,1.52,3.27,2.68,3.44,3.72,4.07,4.63,5.45,6.56,8.77,13.09,22.38,32.22,44.86,60.92,70.27,77.91,82.47,85.44,88.06,90.21,91.29,92,92.02,92.06,91.82,90.11,90.7,91.68,91.9,92.9,94.38,95.02,95.59,95.03,95.01,95.58,96.76,97.41,96.74,96.79,96.12,94.07,92.02,90.51,90.25,91.38,90.82,89.16,86.19,83.53,80.96,78.84,84.19,86.07,85.59,83.88,80.83,77.99,77.05,75.94,76.85,77.65,80.65,81.29,82.34,82.93,83.9,85.72,86.06,86.2,85.59,85.02,83.05,81.31,79.43,77.82,73.59,69.07,64.44,58.64,53.08,48.2,42.81,38.45,35.04,31.23,25.72,21.62,20.55,19.67,18.28,16.96,16.06,14.97,14.1,13.09,11.9,11.02,9.4,9.05,8.6,8.81,8.85,6.89,7.03,8.28,9.54,11.39,13.44,15.6,17.7,19.16,20.23,20.32,20.64,17.27,18.31,18.63,17.77,16.76,17.18
"Napa, CA",48.39,46.32,39.03,21.47,15.5,17.29,30.43,7.42,26.73,23.2,16.02,40.96,14.76,23.67,31.31,,,37.08,24.93,31.79,18.9,26.93,22.31,18.66,25.27,16.65,6.36,6.97,4.84,5.74,5.21,5.77,5.95,3.5,3.21,2.81,2.5,3.38,4.32,3.01,2.31,1.98,4.93,1.71,1.5,1.96,2.25,3.33,1.85,1.35,1.87,3.08,6.62,4.86,6.66,5.81,10.75,10.59,22.16,15.02,25.95,24.62,24.48,12.02,8.13,10.85,4.3,4.07,3.25,1,0.71,1.54,1.37,1.56,2.14,2.95,2.82,3.71,2.56,2.78,3.35,4.07,3.37,3.07,2.79,3.11,1.75,1.05,1.05,1.27,2.76,2.01,1.93,2.07,2.02,2.28,3.23,1.82,1.47,2.21,1.59,1.28,0.5,0.9,1.75,3.04,3.73,4.68,6.84,10.4,13.93,17.85,24.61,35.05,46.67,51.71,47.07,47.53,54.92,57.86,59.49,62.75,63,67.72,68.81,73.4,78.57,82.49,87.67,88.58,88.69,90.77,92.26,93.23,94.58,92.82,91.35,90.7,89.15,85.23,91.94,93.43,93.65,94.54,94.4,93.28,92.16,91.16,90.17,90,89.91,90.49,81.95,77.34,76.33,80.45,83.31,85.17,86.46,87.83,89.15,89.1,87.97,86.24,85.19,83.32,83.25,82.6,82.92,81.58,80.75,81.1,80.75,80.48,81.8,81.74,81.39,81.49,80.05,77.62,74.04,70.52,64.18,54.1,46.3,37.35,29.55,23.08,18.53,15.43,13.5,11.49,9.54,7.9,7.06,5.92,4.98,4.82,4.27,3.91,3.87,4.12,4.56,5.17,5.77,6.27,6.13,8.06,9.96,11.29,13.64,16.77,20.98,25.53,28.57,29.49,27.4,23.77,21.33,19.7,18.81,18.3,17.17,15.88
"Battle Creek, MI",37.7,37.24,27.88,26.04,44.9,44.4,27.91,35.71,35.14,17.93,26.61,27.52,24.3,20.57,35.82,37.77,21.58,18.63,21.97,21.11,22.82,25.23,18.99,30.66,23.94,40.43,31.8,19.33,29.7,23.45,19.73,20.08,30.87,24.03,30.85,44.17,31.77,14.4,16.05,50.25,23.92,33,37.93,37.52,30.25,48.29,29.62,16.92,37.9,38.54,40.49,14.34,34.07,27.48,34.15,31.27,43.27,34.29,43.87,47.92,38.08,36.67,36.69,31.96,31.13,25.7,8.64,35.2,8.07,15.23,41.85,27.03,28.77,18.52,16.34,37.55,20.92,27.82,24.03,13.86,9.25,25.89,22.36,9.47,8.5,23.36,34.28,33.56,58.77,33.06,25.22,24.82,51.23,17.49,26.29,34.47,41.88,56.49,29.06,15.26,18.84,23.57,56.3,42.16,30.35,29.92,29.65,30.1,31.33,31.14,32.11,31.78,31.26,32.35,32.16,33.87,35.13,36.98,38.06,39.06,39.15,47.48,51.13,50.9,53.01,54.95,59.49,63.3,66.42,74.12,80.36,82.98,85.27,83.76,84.41,87.03,88.94,90.53,92.5,92.25,90.67,86.99,85.35,82.41,80.35,78.8,79.48,78.21,76.38,74.47,71.17,67.38,63.95,58.89,53.87,52.96,51.34,47.37,39.16,36.13,33.41,33.17,33.81,35.61,37.92,42.48,47.44,52.45,55.51,59.58,61.73,65.32,68.13,70.84,72.4,72.43,74,73.78,72.77,71.74,69.08,63.56,60.8,58.44,58.01,54.77,55.65,55.27,54.81,53.39,51.7,49.56,49.61,51.07,50.01,48.15,42.59,40.9,35.14,32.91,26.52,25.79,25.42,23.69,21.8,20.91,23.4,26.98,33.22,36.19,39.04,41.66,44.86,47.03,48.21,49.9,51.61,53.23,52.09,51.45,50.13,48.69,47.16,46.11
